Payment_ID,Loan_ID,Payment_Date,Payment_Amount,Remaining_Balance,Is_Late,Days_Late
8528,5078,2021-12-20,582.8,27222.19,0,0
8529,5038,2022-10-28,217.76,9898.71,0,0
8530,5394,2024-08-02,300.94,24018.91,0,0
8531,5441,2021-02-17,709.2,10303.15,0,0
8532,5540,2023-11-25,400.17,13338.28,0,0
8533,5462,2022-05-27,689.87,17660.75,0,0
8534,5612,2021-04-19,1016.64,21167.6,0,0
8535,5294,2020-04-14,911.41,17974.63,1,44
8536,5400,2020-06-11,500.53,19727.82,0,0
8537,5636,2024-10-30,646.97,11943.55,0,0
8538,5917,2021-09-07,998.24,6358.6,0,0
8539,5092,2023-11-14,1319.11,1894.0,1,59
8540,5767,2023-12-12,1179.18,7839.15,0,0
8541,5609,2020-04-06,919.42,23277.75,0,0
8542,5006,2023-10-10,670.98,31444.62,0,0
8543,5681,2023-01-20,674.57,6769.9,0,0
8544,5895,2022-01-28,1343.24,4342.21,1,35
8545,5271,2024-09-25,251.02,29971.61,0,0
8546,5620,2021-03-14,1484.38,12206.33,0,0
8547,5899,2024-08-17,1063.69,38059.98,1,28
8548,5811,2020-10-04,1085.48,28572.72,1,22
8549,5559,2021-09-30,249.4,13070.24,0,0
8550,5099,2022-05-31,987.19,11581.71,0,0
8551,5526,2022-11-23,830.21,20947.94,0,0
8552,5194,2024-05-27,337.51,3165.79,0,0
8553,5157,2023-07-16,561.3,4707.06,1,49
8554,5900,2022-01-11,1357.41,7034.32,0,0
8555,5666,2022-12-05,914.98,30988.94,0,0
8556,5115,2023-05-07,737.44,20554.29,0,0
8557,5396,2020-07-24,294.49,422.68,0,0
8558,5770,2021-07-14,1128.36,26940.66,0,0
8559,5657,2022-04-30,1113.71,16947.61,0,0
8560,5803,2024-06-27,998.26,20434.09,0,0
8561,5522,2024-08-02,863.34,8564.65,0,0
8562,5880,2022-06-08,763.92,22071.29,1,22
8563,5214,2024-02-09,971.25,39166.13,0,0
8564,5745,2020-06-25,503.41,2937.79,0,0
8565,5683,2020-03-09,1423.64,11356.7,0,0
8566,5533,2021-10-24,965.43,9719.9,0,0
8567,5015,2022-10-31,604.55,9941.97,0,0
8568,5419,2020-12-27,784.58,15148.25,0,0
8569,5368,2020-12-21,1247.39,32724.39,0,0
8570,5638,2024-01-22,410.1,36514.35,0,0
8571,5853,2022-08-22,580.69,8088.6,0,0
8572,5853,2020-02-11,1083.36,21718.0,0,0
8573,5213,2024-07-09,610.14,25475.96,1,1
8574,5700,2021-12-01,1230.25,20873.1,0,0
8575,5684,2023-12-29,369.59,17363.06,1,37
8576,5992,2022-09-11,1191.49,7679.02,1,21
8577,5759,2021-01-20,288.86,19528.77,0,0
8578,5005,2020-02-21,216.37,16048.59,0,0
8579,5231,2024-07-09,1367.69,31822.53,0,0
8580,5201,2020-07-06,955.74,30544.17,0,0
8581,5885,2023-08-12,657.37,5359.95,0,0
8582,5402,2022-09-27,502.37,3540.76,0,0
8583,5149,2020-08-04,1001.95,36326.16,0,0
8584,5584,2021-06-26,861.7,21420.34,0,0
8585,5492,2022-10-23,1489.08,34312.04,0,0
8586,5226,2024-05-07,1478.18,2326.04,0,0
8587,5586,2022-09-02,1025.53,21060.62,0,0
8588,5819,2024-08-17,775.73,21577.06,0,0
8589,5169,2021-06-05,838.48,34428.08,0,0
8590,5761,2020-09-29,1087.22,3904.4,0,0
8591,5792,2022-04-13,332.05,9617.82,0,0
8592,6000,2023-08-02,626.86,16261.53,0,0
8593,5152,2021-04-13,297.85,34633.66,0,0
8594,5224,2024-09-14,295.37,37555.33,0,0
8595,5504,2021-09-25,454.59,39708.98,1,20
8596,5737,2021-02-21,830.83,38367.74,1,28
8597,5550,2021-01-14,1220.21,237.67,0,0
8598,5044,2024-03-08,831.14,1908.33,0,0
8599,5697,2023-11-01,636.12,5904.27,0,0
8600,5504,2023-05-16,307.06,13954.48,0,0
8601,5955,2023-01-26,915.38,33196.72,0,0
8602,5241,2024-08-21,552.65,35706.25,0,0
8603,5930,2021-06-24,999.41,7473.38,0,0
8604,5843,2020-04-03,1470.34,24786.57,0,0
8605,5351,2020-05-15,344.71,36694.48,0,0
8606,5722,2022-02-07,475.76,18549.27,0,0
8607,5023,2021-02-13,815.02,4141.74,0,0
8608,5636,2023-07-06,1459.2,18312.55,0,0
8609,5598,2024-04-07,1203.35,15031.8,0,0
8610,5043,2021-10-15,1367.7,23106.32,0,0
8611,5466,2022-12-19,633.83,17546.35,0,0
8612,5040,2024-02-07,1489.65,693.84,0,0
8613,5303,2022-10-03,333.68,39759.91,0,0
8614,5681,2021-10-16,268.86,21741.61,0,0
8615,5175,2023-12-29,1312.28,18945.23,0,0
8616,5999,2020-02-05,1405.44,38184.69,0,0
8617,5532,2021-08-20,317.76,6234.41,0,0
8618,5461,2022-05-25,347.46,7569.5,0,0
8619,5621,2024-07-23,243.13,32320.59,0,0
8620,5193,2023-03-25,335.86,10433.24,0,0
8621,5244,2024-04-08,472.25,31969.08,0,0
8622,5836,2020-02-27,1461.1,10861.34,0,0
8623,5280,2021-01-16,1068.22,1327.51,0,0
8624,5740,2022-11-01,1212.12,20680.59,0,0
8625,5036,2024-05-30,1208.98,7867.46,0,0
8626,5557,2021-02-06,895.6,30313.85,0,0
8627,5898,2021-11-17,1236.74,25647.99,1,11
8628,5540,2021-03-16,974.55,36944.11,0,0
8629,5154,2021-09-17,608.91,31319.53,0,0
8630,5023,2023-02-13,929.44,7231.04,0,0
8631,5719,2021-03-20,893.56,32006.33,0,0
8632,5932,2020-06-16,1270.49,25669.48,0,0
8633,5091,2021-12-09,1476.25,26758.07,0,0
8634,5390,2021-02-14,734.36,33290.52,0,0
8635,5931,2024-07-25,1192.41,22952.96,0,0
8636,5359,2023-12-03,329.69,18640.14,1,40
8637,5550,2020-08-30,1209.88,25465.64,0,0
8638,5931,2023-06-28,682.84,11918.3,0,0
8639,5228,2022-05-09,251.21,7303.89,0,0
8640,5202,2022-02-02,672.22,24663.51,0,0
8641,5350,2022-07-11,993.84,9353.93,0,0
8642,5821,2021-10-22,355.03,3196.6,0,0
8643,5766,2024-09-15,1401.24,22.17,0,0
8644,5038,2023-04-14,300.97,24332.78,0,0
8645,5733,2022-10-22,1409.01,14485.95,0,0
8646,5500,2023-08-29,1119.28,30092.44,0,0
8647,5699,2021-03-28,628.63,15007.06,0,0
8648,5043,2024-02-03,707.98,19440.14,0,0
8649,5871,2020-07-27,1163.05,16283.4,0,0
8650,5626,2021-06-30,981.91,26022.99,0,0
8651,5772,2022-11-29,1073.14,14245.57,0,0
8652,5517,2020-02-14,705.91,38550.71,0,0
8653,5068,2021-01-13,834.16,37445.88,1,15
8654,5740,2023-10-16,1486.83,33921.12,0,0
8655,5123,2022-10-02,478.1,36812.01,0,0
8656,5685,2024-07-19,743.21,17965.59,0,0
8657,5336,2020-02-14,579.37,21457.22,1,58
8658,5153,2023-06-26,1194.64,29683.7,0,0
8659,5974,2023-01-14,1193.22,27845.84,0,0
8660,5779,2021-01-10,580.18,35627.14,1,11
8661,5669,2022-03-13,305.81,28653.24,1,36
8662,5162,2024-06-20,214.86,39915.39,0,0
8663,5214,2021-05-23,755.69,13940.23,1,51
8664,5910,2022-12-03,733.44,33319.91,0,0
8665,5376,2021-05-27,1484.91,27905.39,0,0
8666,5920,2023-10-23,810.74,27655.46,0,0
8667,5443,2023-03-30,533.34,13033.42,1,20
8668,5423,2024-04-19,1358.6,31424.07,0,0
8669,5538,2023-11-04,838.39,36015.04,0,0
8670,5939,2022-12-24,978.93,8741.94,1,11
8671,5804,2021-12-22,324.37,25019.87,0,0
8672,5935,2023-11-24,697.79,15685.39,0,0
8673,5701,2020-07-22,1427.49,39581.92,0,0
8674,5912,2022-01-24,966.36,19153.31,0,0
8675,5634,2023-09-17,647.85,9132.81,0,0
8676,5230,2021-08-02,1013.37,15274.31,1,22
8677,5059,2024-01-10,1383.53,26153.54,0,0
8678,5096,2023-04-14,556.19,3043.57,0,0
8679,5262,2022-05-15,856.65,24144.08,0,0
8680,5354,2020-08-10,1446.3,37248.99,0,0
8681,5312,2022-09-02,424.11,34014.51,0,0
8682,5136,2021-09-10,1135.56,2706.94,0,0
8683,5862,2021-02-03,998.83,39735.6,0,0
8684,5795,2021-05-12,1083.58,27949.08,1,21
8685,5967,2022-01-08,656.59,6491.23,0,0
8686,5923,2020-07-01,608.04,496.64,0,0
8687,5473,2024-05-18,1089.47,6851.31,1,53
8688,5632,2024-01-01,480.21,33527.04,0,0
8689,5430,2022-03-12,745.55,865.57,0,0
8690,5937,2020-10-21,444.63,9325.89,1,25
8691,5975,2022-02-02,210.8,30292.22,0,0
8692,5537,2023-04-20,1461.07,23444.42,0,0
8693,5854,2020-02-25,761.21,31309.43,0,0
8694,5146,2022-04-29,1460.15,29846.02,0,0
8695,5524,2021-11-09,382.42,2024.06,0,0
8696,5087,2021-07-16,963.58,35700.46,0,0
8697,5947,2023-05-06,461.27,9081.27,0,0
8698,5109,2020-11-21,1227.1,22135.7,0,0
8699,5423,2024-10-10,1218.81,25771.53,0,0
8700,5345,2021-04-19,346.39,6745.13,0,0
8701,5266,2022-02-07,1385.68,39049.25,0,0
8702,5734,2021-12-20,453.02,19526.24,0,0
8703,5586,2021-04-30,996.87,2305.71,0,0
8704,5994,2022-05-26,1481.32,37490.48,0,0
8705,5494,2021-12-19,1347.12,23450.71,0,0
8706,5333,2024-02-26,1443.53,27967.73,0,0
8707,5822,2020-01-09,645.38,21007.03,0,0
8708,5413,2021-02-11,337.25,33389.52,1,56
8709,5614,2023-12-06,444.85,1325.34,0,0
8710,5937,2022-04-10,850.64,10735.13,0,0
8711,5649,2023-12-01,1231.2,18785.93,0,0
8712,5191,2023-04-17,395.2,3064.14,0,0
8713,5973,2020-06-20,1057.65,28236.27,0,0
8714,5933,2024-05-10,620.65,15746.54,0,0
8715,5142,2020-05-21,643.56,10906.72,1,43
8716,5869,2022-04-05,1060.49,135.15,0,0
8717,5073,2022-01-16,807.1,28793.21,0,0
8718,5840,2021-03-10,1255.64,33352.37,1,40
8719,5167,2022-06-27,402.69,15801.62,0,0
8720,5168,2024-12-22,1226.93,22568.72,0,0
8721,5566,2024-07-20,283.51,9107.47,1,24
8722,5259,2023-01-20,452.27,24887.91,0,0
8723,5439,2020-07-31,1052.99,485.5,0,0
8724,5111,2021-01-12,1311.4,19545.76,1,34
8725,5744,2024-12-20,528.48,25768.22,0,0
8726,5673,2021-10-05,625.35,36727.67,1,7
8727,5864,2022-01-23,898.26,15253.43,0,0
8728,5839,2023-01-31,475.04,30607.61,0,0
8729,5531,2024-02-27,1254.5,23907.48,0,0
8730,5290,2022-10-03,1205.73,37080.48,0,0
8731,5974,2024-07-03,388.88,15935.11,0,0
8732,5562,2021-09-29,802.98,12763.81,0,0
8733,5510,2022-05-12,1207.28,35485.68,0,0
8734,5175,2024-11-25,638.53,1969.78,0,0
8735,5302,2024-05-18,1023.04,5455.42,0,0
8736,5696,2024-11-28,265.28,3296.18,0,0
8737,5185,2020-08-02,991.3,33724.4,0,0
8738,5339,2023-01-20,398.45,424.3,0,0
8739,5510,2021-03-29,1279.76,34466.29,1,13
8740,5819,2024-04-06,662.08,18050.71,0,0
8741,5310,2020-04-24,566.02,161.01,0,0
8742,5507,2020-02-05,1293.16,16065.81,1,32
8743,5346,2024-04-10,265.19,7472.03,0,0
8744,5081,2021-10-23,715.59,24976.02,0,0
8745,5374,2023-09-13,681.0,27174.35,0,0
8746,5156,2022-12-28,570.24,19501.1,1,17
8747,5787,2020-09-15,1385.28,1620.78,0,0
8748,5795,2024-05-27,1176.21,26245.15,1,34
8749,5432,2024-08-09,283.1,33681.55,1,39
8750,5500,2020-07-11,1129.09,28812.97,0,0
8751,5761,2023-06-27,885.49,33198.32,0,0
8752,5147,2020-06-28,1371.13,8020.38,0,0
8753,5481,2024-05-03,606.83,35555.52,0,0
8754,5435,2022-09-22,946.41,12887.74,0,0
8755,5519,2024-05-09,850.98,536.19,1,43
8756,5669,2024-03-19,836.43,33735.67,0,0
8757,5683,2024-06-29,792.94,37672.85,0,0
8758,5069,2024-03-30,467.32,26222.33,0,0
8759,5606,2021-05-11,1182.42,9257.47,0,0
8760,5881,2023-06-24,786.74,10069.78,0,0
8761,5875,2020-08-12,1446.07,18663.71,0,0
8762,5888,2023-11-04,539.05,35913.24,0,0
8763,5186,2022-11-30,1087.57,5983.91,0,0
8764,5904,2021-09-20,1422.93,33038.95,1,24
8765,5682,2020-11-30,1062.5,11652.11,0,0
8766,5204,2023-10-29,1332.65,32343.45,0,0
8767,5554,2021-02-27,1275.73,36810.85,0,0
8768,5013,2021-07-14,668.15,17099.75,0,0
8769,5666,2020-01-05,980.16,14602.03,0,0
8770,5274,2022-10-28,403.14,32088.85,0,0
8771,5298,2022-08-29,896.18,21179.32,1,28
8772,5051,2023-07-23,499.55,27377.96,0,0
8773,5500,2020-07-02,1166.86,24913.17,0,0
8774,5369,2021-12-25,886.48,6115.55,0,0
8775,5724,2022-09-01,734.6,33791.61,1,9
8776,5656,2021-10-06,549.44,7831.0,0,0
8777,5357,2022-08-26,1498.31,37291.29,0,0
8778,5003,2021-07-29,293.22,10022.85,0,0
8779,5254,2022-04-14,256.63,29355.24,1,41
8780,5475,2024-12-06,482.43,11386.22,1,40
8781,5847,2024-06-13,1462.39,12711.42,0,0
8782,5506,2023-08-30,1473.01,12400.07,0,0
8783,5256,2022-12-14,1051.41,29915.69,0,0
8784,5610,2020-08-01,1344.14,22272.6,1,31
8785,5685,2021-04-13,478.15,35318.1,1,13
8786,5150,2023-05-31,1463.65,12294.91,1,57
8787,5488,2024-03-01,385.62,27679.7,1,3
8788,5279,2024-07-23,331.46,30117.94,1,28
8789,5059,2022-06-20,345.88,6059.28,0,0
8790,5446,2024-11-01,945.07,16023.57,1,43
8791,5113,2024-05-14,1215.27,19312.7,0,0
8792,5836,2022-01-30,676.67,14227.5,1,42
8793,5755,2024-02-22,1471.26,12884.5,0,0
8794,5822,2021-07-10,764.75,27456.8,0,0
8795,5569,2021-02-14,395.58,8634.66,0,0
8796,5489,2021-09-26,805.76,28375.63,0,0
8797,5407,2023-10-03,1082.75,37401.77,0,0
8798,5367,2021-11-10,1281.89,22607.9,0,0
8799,5060,2020-11-26,796.4,24457.37,0,0
8800,5329,2020-06-21,971.69,2757.31,0,0
8801,5728,2020-06-04,547.55,34579.08,0,0
8802,5469,2023-08-02,1039.69,11417.91,0,0
8803,5745,2022-03-29,1481.76,24602.05,1,57
8804,5567,2023-01-03,263.77,39164.49,0,0
8805,5885,2022-11-26,1352.49,23820.1,0,0
8806,5720,2021-03-01,930.97,28988.38,0,0
8807,5063,2023-01-17,527.73,17812.78,0,0
8808,5184,2024-07-19,1441.36,2414.63,0,0
8809,5311,2024-03-16,828.36,31903.97,0,0
8810,5793,2024-06-07,631.2,1399.95,0,0
8811,5538,2022-01-21,435.95,28026.31,0,0
8812,5177,2021-08-06,517.79,916.86,0,0
8813,5575,2024-08-16,1282.7,34492.21,0,0
8814,5429,2020-11-16,998.73,6305.44,0,0
8815,5073,2022-11-21,1387.22,20570.86,1,45
8816,5847,2023-10-13,501.56,23886.03,0,0
8817,5167,2020-02-09,357.48,18301.82,0,0
8818,5225,2024-02-23,207.91,13630.54,0,0
8819,5577,2021-09-08,860.22,18712.57,0,0
8820,5581,2023-08-04,1497.8,12456.63,0,0
8821,5952,2021-08-08,1103.45,17524.89,0,0
8822,5009,2022-11-02,600.91,14356.52,0,0
8823,5236,2024-04-01,1339.92,22648.19,0,0
8824,5710,2021-03-11,1216.24,9516.97,0,0
8825,5924,2022-12-02,220.04,39546.26,0,0
8826,5685,2021-04-30,1261.92,20034.8,0,0
8827,5794,2023-03-18,590.68,7766.48,1,12
8828,5028,2022-01-12,394.58,19082.67,0,0
8829,5808,2023-05-12,494.23,34656.61,0,0
8830,5911,2024-06-07,809.15,872.27,0,0
8831,5646,2024-10-04,752.33,27182.16,0,0
8832,5027,2024-10-20,575.55,21918.71,0,0
8833,5550,2024-10-17,423.88,6782.32,0,0
8834,5196,2023-10-25,1190.9,32699.06,1,47
8835,5203,2021-01-05,1487.14,14755.38,0,0
8836,5085,2023-02-05,1211.13,11752.08,0,0
8837,5832,2024-05-11,584.72,33125.01,0,0
8838,5030,2020-07-22,518.25,25541.0,1,42
8839,5466,2022-08-08,482.97,35930.36,0,0
8840,5099,2023-05-04,377.7,25195.35,0,0
8841,5899,2024-09-20,916.73,29632.71,0,0
8842,5190,2022-12-09,987.02,33457.84,0,0
8843,5012,2021-02-27,1117.15,2189.59,0,0
8844,5603,2022-04-22,1084.28,31041.96,1,58
8845,5030,2024-02-02,580.03,24548.26,0,0
8846,5725,2021-04-10,629.4,2780.31,0,0
8847,5038,2023-12-12,1085.97,20343.12,1,55
8848,5853,2021-04-06,654.28,3298.32,0,0
8849,5572,2023-09-13,476.41,29437.89,0,0
8850,5294,2022-03-21,686.64,21860.07,0,0
8851,5360,2024-12-13,553.71,38142.94,0,0
8852,5655,2020-07-09,314.81,7325.41,0,0
8853,5914,2024-07-23,1279.18,24241.34,0,0
8854,5180,2023-03-15,1309.04,8463.29,1,56
8855,5797,2021-09-28,485.68,24562.6,1,41
8856,5112,2024-05-25,284.2,28905.99,0,0
8857,5742,2021-11-21,1160.48,28892.17,0,0
8858,5444,2023-01-07,474.99,32602.96,0,0
8859,5021,2022-12-15,711.47,34142.01,0,0
8860,5145,2024-10-23,283.38,3090.87,0,0
8861,5499,2023-04-19,494.15,13730.69,0,0
8862,5146,2020-11-21,1230.77,27484.9,0,0
8863,5441,2023-04-21,1245.72,19943.45,1,19
8864,5887,2023-07-15,469.21,7627.04,0,0
8865,5421,2020-10-04,636.69,22108.38,0,0
8866,5316,2023-08-18,374.51,16297.43,0,0
8867,5166,2024-07-16,296.42,15601.53,0,0
8868,5652,2022-04-07,1489.82,32390.15,1,7
8869,5203,2023-04-07,1052.27,16303.93,1,55
8870,5496,2021-07-23,904.73,1058.18,0,0
8871,5756,2022-06-27,1195.15,2322.53,0,0
8872,5625,2023-07-24,1292.1,34249.76,0,0
8873,5468,2020-03-15,1248.73,38424.03,0,0
8874,5713,2024-04-26,221.5,27536.37,0,0
8875,5385,2022-08-14,442.85,14574.73,0,0
8876,5314,2021-12-24,1051.38,37544.01,0,0
8877,5771,2024-02-01,688.49,26512.12,0,0
8878,5255,2022-12-03,1477.23,33773.34,0,0
8879,5959,2021-10-12,1065.03,30634.09,0,0
8880,5917,2020-08-02,1443.51,15165.57,0,0
8881,5023,2021-11-22,461.88,19148.09,0,0
8882,5905,2024-12-15,1323.14,7445.29,0,0
8883,5758,2022-07-06,617.76,11680.56,0,0
8884,5339,2024-08-09,1486.43,31125.03,0,0
8885,5493,2022-02-12,405.0,35759.14,1,50
8886,5823,2020-05-30,871.24,28978.42,1,8
8887,5511,2023-12-20,1230.7,18606.95,1,23
8888,5366,2020-12-27,762.44,3460.37,0,0
8889,5372,2022-07-16,808.51,2277.92,0,0
8890,5915,2023-04-15,1482.26,14973.02,0,0
8891,5830,2020-03-27,752.9,18552.87,0,0
8892,5599,2021-02-25,985.29,24364.82,0,0
8893,5219,2021-08-29,270.9,259.58,0,0
8894,5475,2024-06-22,1294.87,39588.92,0,0
8895,5423,2024-11-10,1042.62,14557.56,0,0
8896,5356,2024-07-30,725.23,33923.79,1,34
8897,5460,2022-12-18,221.02,21398.67,0,0
8898,5503,2022-05-13,969.17,5217.58,1,41
8899,5027,2024-12-01,216.46,31902.62,0,0
8900,5942,2022-02-15,201.56,28393.08,0,0
8901,5802,2024-11-09,1000.93,21097.44,0,0
8902,5801,2021-10-23,445.72,20582.12,0,0
8903,5860,2021-06-03,449.45,3499.18,0,0
8904,5223,2023-10-15,1049.25,26233.96,0,0
8905,5864,2020-12-13,269.81,36449.81,0,0
8906,5690,2024-12-03,607.43,3729.8,0,0
8907,5148,2024-11-06,394.26,10540.46,0,0
8908,5424,2024-03-28,954.23,36092.32,0,0
8909,5739,2024-01-04,1060.29,11373.76,0,0
8910,5351,2020-08-09,1137.48,26157.75,1,1
8911,5186,2021-06-20,531.8,21392.73,0,0
8912,5415,2023-09-08,316.02,23853.1,0,0
8913,5806,2021-04-11,302.29,16631.56,0,0
8914,5982,2024-06-18,754.0,11999.66,1,48
8915,5429,2020-01-24,1429.6,1941.34,0,0
8916,5041,2020-05-07,483.05,29771.24,0,0
8917,5905,2023-02-27,533.76,29843.74,0,0
8918,5393,2022-07-03,331.16,26829.03,0,0
8919,5703,2022-06-23,987.24,25745.35,0,0
8920,5079,2024-09-06,1083.83,9748.69,0,0
8921,5717,2024-10-17,1035.81,893.8,1,35
8922,5896,2020-08-11,1319.47,32348.62,0,0
8923,5790,2024-03-10,832.35,19645.54,1,52
8924,5784,2020-03-28,374.79,12273.53,1,51
8925,5544,2023-03-01,576.23,4077.28,0,0
8926,5450,2022-06-09,1061.16,2508.86,0,0
8927,5474,2021-07-13,997.06,13954.67,0,0
8928,5142,2023-08-17,890.3,32189.48,1,46
8929,5251,2024-06-20,1087.85,36748.95,0,0
8930,5294,2021-10-13,1028.61,35870.05,0,0
8931,5610,2024-03-28,1345.72,36800.03,0,0
8932,5136,2020-08-30,961.82,36309.01,1,36
8933,5484,2024-01-17,1212.18,21088.99,0,0
8934,5789,2023-06-01,523.32,8776.63,0,0
8935,5312,2024-05-07,1081.64,31921.86,0,0
8936,5814,2021-03-26,1372.85,8548.52,0,0
8937,5555,2020-03-11,701.45,10688.29,0,0
8938,5632,2024-08-25,1212.84,9330.17,1,37
8939,5732,2023-09-21,1142.23,20599.3,0,0
8940,5046,2020-07-07,277.38,12873.1,0,0
8941,5236,2021-05-20,955.96,6166.24,0,0
8942,5048,2021-07-04,369.25,18126.94,0,0
8943,5198,2024-01-24,1457.51,34956.29,0,0
8944,5084,2021-02-06,1254.83,22822.11,0,0
8945,5543,2022-07-28,342.64,35133.42,0,0
8946,5161,2024-06-14,358.28,7834.89,0,0
8947,5428,2023-10-02,972.82,6678.95,0,0
8948,5071,2021-12-18,648.36,23023.09,0,0
8949,5520,2020-08-11,245.38,18533.16,0,0
8950,5969,2021-03-15,904.13,26406.91,0,0
8951,5898,2023-05-31,704.2,31785.07,0,0
8952,5913,2021-05-16,331.4,30052.29,0,0
8953,5052,2023-04-30,1242.5,37690.45,0,0
8954,5045,2024-08-31,1389.6,15930.26,0,0
8955,5293,2024-07-14,1183.57,8255.47,0,0
8956,5938,2022-05-13,1269.15,22036.51,1,1
8957,5812,2020-05-09,481.44,4429.72,0,0
8958,5465,2023-08-09,542.64,11554.04,0,0
8959,5885,2024-06-23,471.09,8315.52,0,0
8960,5550,2022-03-08,1194.58,15862.55,0,0
8961,5867,2021-04-20,1432.29,4448.66,0,0
8962,5380,2023-01-14,1131.89,1273.67,0,0
8963,5743,2020-10-09,1345.91,26271.76,0,0
8964,5478,2023-11-28,1030.31,24409.96,0,0
8965,5262,2022-08-28,703.96,28334.36,0,0
8966,5580,2022-08-07,753.49,26415.46,0,0
8967,5179,2021-02-11,297.92,4571.79,0,0
8968,5357,2021-05-13,240.89,11643.16,1,39
8969,5419,2022-08-15,1104.12,5181.06,0,0
8970,5698,2021-11-25,769.96,33718.9,0,0
8971,5953,2023-10-12,917.88,29876.15,0,0
8972,5201,2023-08-11,924.96,8061.08,0,0
8973,5902,2024-10-04,560.59,13652.37,0,0
8974,5013,2023-11-01,818.66,38664.6,0,0
8975,5443,2020-11-09,811.99,23766.37,0,0
8976,5726,2022-01-08,704.96,32046.22,0,0
8977,5732,2023-06-13,1266.88,10583.64,0,0
8978,5286,2020-05-06,786.51,8402.12,0,0
8979,5756,2021-08-11,984.74,31356.68,1,37
8980,5868,2021-05-03,1364.18,27434.9,0,0
8981,5258,2021-04-01,1326.1,27239.12,1,41
8982,5570,2022-01-12,1357.55,22105.38,0,0
8983,5548,2022-09-18,551.01,22543.13,1,7
8984,5840,2021-10-02,245.48,29427.9,0,0
8985,5941,2020-02-02,539.39,10800.1,0,0
8986,5490,2021-02-06,562.32,14110.74,0,0
8987,5498,2023-07-25,1382.17,34865.47,0,0
8988,5905,2021-05-09,1044.02,12354.61,0,0
8989,5894,2023-02-22,306.22,21852.38,0,0
8990,5705,2024-12-21,375.99,28105.58,1,22
8991,5333,2023-03-16,402.38,39996.99,0,0
8992,5562,2024-05-02,1019.55,17411.65,0,0
8993,5975,2024-04-07,1156.04,17123.72,0,0
8994,5032,2024-07-23,1317.54,33703.54,0,0
8995,5610,2021-11-09,1422.83,32220.12,0,0
8996,5043,2024-01-09,462.22,29243.04,0,0
8997,5893,2024-03-05,602.7,18529.19,1,20
8998,5351,2020-05-16,512.42,12957.56,0,0
8999,5334,2024-10-12,666.39,24349.22,0,0
9000,5822,2021-02-14,1389.06,35048.93,0,0
9001,5559,2022-03-12,947.65,35351.1,1,58
9002,5270,2022-12-02,1159.65,4339.93,0,0
9003,5944,2021-01-21,837.16,17134.01,1,48
9004,5823,2021-09-06,237.52,18588.88,0,0
9005,5413,2023-09-05,283.45,39104.61,0,0
9006,5943,2022-11-03,899.3,27119.92,0,0
9007,5575,2022-07-09,1134.43,16289.86,0,0
9008,5019,2022-04-01,479.93,1042.32,0,0
9009,5347,2024-07-06,1138.48,22615.41,0,0
9010,5905,2022-03-12,1253.87,3843.04,0,0
9011,5613,2022-06-01,735.47,33378.0,1,36
9012,5037,2020-01-20,1170.35,30100.75,1,43
9013,5619,2022-01-25,725.24,18420.37,1,13
9014,5092,2021-10-14,1081.86,17168.43,1,59
9015,5820,2024-12-12,1193.2,35893.56,0,0
9016,5185,2020-03-09,1489.5,11538.33,0,0
9017,5728,2021-10-23,649.02,9960.8,1,0
9018,5028,2022-02-02,734.35,37567.9,0,0
9019,5548,2022-05-20,415.31,32369.83,0,0
9020,5372,2023-05-01,465.29,32825.02,0,0
9021,5832,2024-04-09,1101.41,7807.75,0,0
9022,5530,2020-04-06,1392.16,5731.84,0,0
9023,5345,2021-12-19,712.99,1041.18,0,0
9024,5419,2021-12-12,433.8,9481.66,0,0
9025,5196,2023-12-11,570.63,30967.62,1,40
9026,5078,2021-01-12,791.57,9601.54,0,0
9027,5167,2024-09-27,577.85,29164.13,0,0
9028,5090,2024-12-28,503.65,10076.33,0,0
9029,5264,2024-09-22,1156.78,15811.7,1,53
9030,5472,2020-03-22,210.2,39326.49,0,0
9031,5208,2024-07-29,901.0,9792.47,0,0
9032,5724,2023-10-22,1231.9,15054.83,1,18
9033,5271,2024-12-04,546.1,12043.49,0,0
9034,5263,2022-09-05,984.28,4385.0,1,1
9035,5506,2020-05-17,1069.57,19595.77,0,0
9036,5785,2024-09-15,1051.53,15147.63,0,0
9037,5512,2020-01-14,779.6,27795.48,0,0
9038,5854,2023-12-01,650.55,32703.78,0,0
9039,5726,2023-11-25,1286.7,21769.99,0,0
9040,5886,2023-04-22,1185.98,1287.86,1,56
9041,5576,2023-02-25,617.63,24756.89,1,42
9042,5524,2021-06-23,333.92,2215.63,1,18
9043,5722,2021-04-09,293.35,24654.25,0,0
9044,5312,2024-07-16,322.56,27401.2,1,17
9045,5174,2020-10-01,957.73,7910.71,0,0
9046,5431,2024-11-24,267.16,32773.85,1,49
9047,5768,2020-06-08,638.0,36443.41,0,0
9048,5463,2021-06-15,1179.16,32523.48,0,0
9049,5101,2023-02-16,582.65,12204.37,1,20
9050,5016,2021-04-18,1192.3,23465.72,1,34
9051,5709,2023-04-29,1169.11,36592.61,0,0
9052,5258,2024-01-16,519.58,12826.59,0,0
9053,5896,2021-07-23,1147.47,32801.11,0,0
9054,5244,2023-02-06,1172.11,379.01,0,0
9055,5348,2022-01-08,716.69,145.87,0,0
9056,5249,2023-03-01,473.55,30388.47,0,0
