Loan_ID,Customer_ID,Loan_Amount,Loan_Term_Months,Interest_Rate,Loan_Purpose,Application_Date,Approval_Status,Default_Status,Monthly_Income,Credit_Score,Employment_Length,Marital_Status,Age,Region,Gender
5251,1114,11644,36,8.15,Personal,2023-06-12,Approved,Defaulted,3550.9166666666665,512,16,Married,31,West,Female
5252,1257,40618,24,8.79,Business,2021-12-08,Rejected,,3103.0833333333335,666,2,Married,5,North,Male
5253,1058,37933,24,17.02,Business,2024-11-19,Rejected,,7778.666666666667,427,15,Single,38,North,Male
5254,1154,48469,36,8.0,Home,2024-10-18,Approved,Paid,9893.166666666666,400,18,Married,44,West,Male
5255,1365,38687,36,8.76,Home,2022-01-31,Approved,Defaulted,2271.4166666666665,560,1,Married,31,North,Male
5256,1404,46073,24,9.8,Education,2020-05-21,Approved,Paid,11234.916666666666,381,19,Married,11,South,Male
5257,1116,22375,60,13.63,Education,2022-10-04,Approved,Paid,3078.6666666666665,792,12,Married,6,West,Female
5258,1343,35926,36,6.54,Personal,2021-05-22,Rejected,,7654.333333333333,460,8,Single,26,South,Male
5259,1266,41607,12,17.4,Personal,2020-01-01,Approved,Paid,6140.666666666667,560,6,Married,11,North,Female
5260,1315,22642,48,16.25,Car,2024-06-30,Approved,Paid,10437.666666666666,635,12,Single,8,Central,Male
5261,1203,28993,12,12.5,Car,2024-06-12,Approved,Defaulted,10749.166666666666,650,7,Divorced,8,Central,Male
5262,1041,49386,60,13.76,Home,2021-10-09,Approved,Paid,6759.583333333333,588,18,Married,16,Central,Male
5263,1105,26188,60,5.22,Education,2021-01-08,Approved,Paid,9308.166666666666,809,14,Married,33,North,Female
5264,1389,37596,48,9.41,Home,2020-08-18,Approved,Defaulted,10086.25,495,8,Married,14,South,Male
5265,1378,32772,48,15.34,Home,2020-06-01,Approved,Paid,6347.333333333333,519,14,Single,31,Central,Male
5266,1193,35857,24,6.01,Education,2021-06-23,Rejected,,7389.25,468,5,Married,15,North,Male
5267,1401,15776,60,8.67,Car,2021-02-04,Approved,Paid,6611.333333333333,464,9,Married,29,West,Female
5268,1278,37835,36,12.61,Education,2023-06-21,Approved,Paid,3978.0,365,8,Divorced,38,Central,Female
5269,1354,14788,48,8.33,Business,2021-10-03,Approved,Paid,7671.25,804,2,Single,36,South,Female
5270,1237,10660,60,17.14,Business,2024-08-09,Approved,Paid,8825.75,765,16,Single,28,South,Female
5271,1425,9478,60,6.7,Business,2023-02-02,Approved,Paid,2751.3333333333335,813,13,Divorced,16,Central,Female
5272,1221,13210,48,15.37,Personal,2022-11-25,Approved,Paid,11530.416666666666,521,7,Single,35,East,Male
5273,1068,15922,24,11.6,Car,2022-10-13,Approved,Paid,3612.8333333333335,766,16,Married,36,West,Male
5274,1197,41289,60,14.75,Car,2021-08-11,Approved,Paid,12091.416666666666,489,7,Married,18,East,Female
5275,1256,38340,36,9.04,Personal,2024-11-18,Rejected,,10779.166666666666,407,14,Divorced,41,North,Male
5276,1139,44850,60,11.69,Home,2023-10-05,Approved,Paid,12113.0,428,14,Single,40,Central,Male
5277,1312,43163,36,16.14,Business,2022-09-23,Approved,Paid,4786.75,520,12,Single,26,South,Male
5278,1435,23642,24,11.07,Business,2024-09-27,Approved,Paid,5085.083333333333,593,1,Single,15,West,Female
5279,1149,16094,24,9.68,Home,2024-05-23,Approved,Paid,3760.9166666666665,472,1,Divorced,28,Central,Male
5280,1099,27423,36,11.97,Education,2021-09-17,Approved,Paid,6409.916666666667,782,12,Married,12,West,Female
5281,1076,38418,48,14.33,Education,2022-07-12,Rejected,,3708.5833333333335,762,15,Divorced,43,East,Female
5282,1282,10741,24,10.77,Car,2023-12-14,Approved,Paid,8718.583333333334,799,4,Married,11,South,Female
5283,1371,11838,36,17.21,Personal,2023-09-17,Rejected,,8868.583333333334,663,7,Divorced,10,West,Female
5284,1403,8262,24,8.83,Car,2020-04-27,Approved,Paid,7162.333333333333,320,16,Married,40,North,Male
5285,1109,9996,48,11.18,Education,2024-12-10,Approved,Paid,3942.75,545,3,Single,35,South,Female
5286,1188,49594,36,14.84,Home,2023-09-25,Approved,Paid,10888.25,522,7,Single,40,Central,Male
5287,1199,27164,12,13.96,Car,2024-05-16,Rejected,,3551.8333333333335,448,6,Single,34,West,Male
5288,1303,40595,24,16.23,Business,2022-01-03,Approved,Defaulted,9660.833333333334,704,16,Divorced,35,West,Male
5289,1327,35257,12,17.96,Business,2023-07-02,Rejected,,4566.333333333333,375,8,Divorced,25,West,Male
5290,1154,19211,36,10.55,Home,2024-02-18,Rejected,,9893.166666666666,400,6,Divorced,44,West,Male
5291,1040,35453,12,6.44,Education,2024-05-12,Rejected,,5302.916666666667,552,10,Single,6,North,Male
5292,1133,10232,12,5.4,Business,2024-07-13,Approved,Paid,3155.5,404,16,Married,13,South,Male
5293,1405,7217,60,14.45,Business,2023-06-15,Approved,Paid,4833.5,430,11,Single,43,Central,Female
5294,1462,29229,48,16.36,Personal,2024-08-04,Approved,Paid,11616.416666666666,803,13,Single,33,South,Male
5295,1132,19232,36,7.87,Car,2021-01-19,Approved,Paid,2990.5,696,6,Married,39,East,Male
5296,1279,30613,60,7.06,Education,2021-12-05,Approved,Defaulted,4415.833333333333,411,1,Married,8,West,Male
5297,1362,19026,12,5.81,Car,2024-08-29,Approved,Paid,5278.5,648,19,Married,15,West,Male
5298,1084,33554,36,15.7,Education,2021-09-17,Approved,Paid,3339.3333333333335,793,12,Married,17,South,Female
5299,1399,35908,36,9.05,Business,2020-06-01,Approved,Defaulted,7271.75,441,6,Single,31,South,Female
5300,1242,24610,36,10.22,Personal,2023-06-08,Approved,Paid,2770.3333333333335,582,18,Divorced,18,South,Male
5301,1116,44605,24,11.54,Car,2023-05-04,Approved,Paid,3078.6666666666665,792,13,Single,6,West,Female
5302,1109,12031,36,15.91,Business,2024-05-06,Approved,Paid,3942.75,545,7,Married,35,South,Female
5303,1221,30515,36,13.46,Education,2021-07-08,Approved,Paid,11530.416666666666,521,13,Divorced,35,East,Male
5304,1392,41484,48,13.0,Car,2022-11-10,Approved,Paid,7290.916666666667,698,8,Divorced,38,West,Male
5305,1041,41182,12,7.28,Car,2023-11-14,Approved,Paid,6759.583333333333,588,17,Single,16,Central,Male
5306,1368,5570,24,11.67,Business,2023-12-25,Approved,Defaulted,11392.916666666666,594,9,Single,44,South,Female
5307,1147,37254,24,14.3,Car,2020-01-16,Approved,Paid,3032.5,499,13,Single,37,Central,Male
5308,1112,24288,24,17.65,Personal,2020-03-20,Approved,Paid,2106.3333333333335,364,2,Divorced,40,Central,Male
5309,1103,18288,36,7.62,Personal,2023-02-24,Approved,Paid,5099.0,825,4,Divorced,17,Central,Female
5310,1046,34877,12,5.12,Business,2024-10-21,Approved,Paid,10936.083333333334,537,2,Divorced,12,South,Female
5311,1412,23889,48,5.98,Education,2021-02-10,Approved,Paid,10414.75,477,4,Married,38,North,Female
5312,1494,5917,24,9.89,Business,2021-12-18,Approved,Paid,11318.0,568,18,Married,27,West,Female
5313,1475,15066,24,15.67,Personal,2021-08-22,Approved,Paid,11854.5,753,5,Single,5,Central,Male
5314,1324,34504,36,5.09,Home,2024-03-24,Approved,Paid,3098.3333333333335,510,19,Divorced,29,West,Female
5315,1378,11982,12,10.94,Home,2023-06-13,Approved,Paid,6347.333333333333,519,10,Single,31,Central,Male
5316,1271,44104,36,9.28,Car,2023-10-21,Approved,Paid,9506.75,523,18,Divorced,18,North,Female
5317,1483,23062,36,5.68,Car,2024-04-03,Approved,Paid,6722.333333333333,519,10,Single,7,West,Male
5318,1421,21999,24,10.85,Home,2024-08-18,Approved,Paid,11905.083333333334,828,5,Married,40,North,Female
5319,1385,14941,12,8.31,Personal,2021-03-16,Approved,Paid,9241.333333333334,527,17,Divorced,32,North,Male
5320,1195,28470,24,9.57,Car,2020-01-10,Approved,Paid,10096.5,677,13,Married,45,West,Male
5321,1367,26133,12,14.17,Business,2024-09-24,Approved,Paid,4164.333333333333,559,17,Divorced,12,Central,Female
5322,1280,49435,12,11.78,Business,2022-05-08,Rejected,,7295.916666666667,312,9,Single,10,East,Female
5323,1283,9529,24,6.62,Personal,2022-01-04,Approved,Paid,3953.3333333333335,533,12,Divorced,43,Central,Female
5324,1040,22519,24,17.5,Car,2023-08-14,Approved,Paid,5302.916666666667,552,14,Married,6,North,Male
5325,1447,17192,36,13.27,Business,2024-07-19,Approved,Paid,3775.5833333333335,378,14,Divorced,44,North,Male
5326,1189,13566,36,14.96,Car,2023-01-30,Approved,Paid,10814.083333333334,659,8,Single,18,Central,Male
5327,1164,12226,36,6.03,Car,2022-02-02,Rejected,,3734.1666666666665,316,5,Divorced,22,Central,Female
5328,1482,42930,12,5.61,Business,2024-12-07,Approved,Paid,11516.166666666666,785,19,Married,32,West,Female
5329,1477,26259,24,5.25,Home,2022-12-11,Approved,Paid,7186.666666666667,685,14,Single,25,North,Male
5330,1024,39087,48,7.45,Business,2023-06-07,Rejected,,6724.166666666667,728,9,Married,17,East,Female
5331,1024,6141,36,10.39,Personal,2024-01-09,Approved,Paid,6724.166666666667,728,7,Divorced,17,East,Female
5332,1490,9627,48,17.17,Education,2022-08-23,Approved,Paid,3828.0,315,8,Married,8,West,Male
5333,1004,7690,24,10.94,Business,2021-12-18,Rejected,,3662.5833333333335,660,14,Divorced,29,West,Male
5334,1323,45091,36,8.77,Car,2022-11-12,Approved,Defaulted,9226.333333333334,618,14,Single,24,West,Female
5335,1290,8255,36,12.31,Car,2024-04-02,Approved,Paid,5552.25,676,11,Married,36,Central,Female
5336,1441,10213,24,6.46,Business,2023-11-16,Approved,Defaulted,12384.916666666666,453,14,Married,24,North,Male
5337,1433,41876,36,12.92,Education,2020-02-27,Approved,Paid,6401.083333333333,385,8,Divorced,25,West,Male
5338,1471,24404,36,12.39,Business,2020-03-11,Approved,Paid,4528.0,537,3,Married,41,West,Male
5339,1181,30380,24,15.3,Education,2022-01-04,Rejected,,8026.0,819,18,Married,44,West,Male
5340,1248,30520,24,17.83,Education,2020-09-23,Approved,Paid,9102.25,577,3,Single,30,South,Male
5341,1116,24173,48,8.26,Personal,2021-07-10,Approved,Paid,3078.6666666666665,792,13,Divorced,6,West,Female
5342,1279,28989,60,11.63,Car,2021-09-22,Rejected,,4415.833333333333,411,12,Divorced,8,West,Male
5343,1365,47570,24,16.82,Car,2024-06-28,Approved,Paid,2271.4166666666665,560,15,Single,31,North,Male
5344,1069,29519,24,15.21,Education,2022-05-24,Approved,Paid,3932.5,586,18,Single,27,West,Female
5345,1351,27439,24,11.34,Car,2020-05-28,Approved,Defaulted,9382.666666666666,374,5,Divorced,30,East,Female
5346,1254,16413,36,17.29,Home,2024-12-06,Rejected,,8313.583333333334,712,7,Single,37,North,Male
5347,1181,19995,24,5.74,Education,2022-06-17,Rejected,,8026.0,819,11,Single,44,West,Male
5348,1318,28559,60,17.1,Car,2024-08-25,Approved,Paid,9760.166666666666,835,11,Single,15,North,Male
5349,1169,28513,24,5.66,Home,2022-03-13,Approved,Paid,7199.0,527,15,Divorced,16,East,Male
5350,1313,10021,24,12.11,Personal,2021-09-30,Approved,Defaulted,10997.166666666666,825,10,Single,22,South,Female
5351,1249,37464,36,16.58,Car,2021-02-02,Rejected,,10377.666666666666,720,15,Married,40,North,Male
5352,1188,26119,48,8.42,Home,2023-03-25,Approved,Paid,10888.25,522,13,Married,40,Central,Male
5353,1054,34299,36,11.14,Business,2024-01-17,Approved,Defaulted,3823.1666666666665,836,14,Divorced,23,East,Female
5354,1326,44350,36,9.22,Business,2021-05-02,Rejected,,3364.3333333333335,408,17,Single,27,South,Female
5355,1357,30517,60,17.38,Home,2020-08-15,Approved,Paid,10783.083333333334,349,13,Married,38,Central,Female
5356,1313,18117,12,15.71,Education,2023-03-06,Approved,Defaulted,10997.166666666666,825,10,Divorced,22,South,Female
5357,1138,27250,48,14.22,Education,2024-09-11,Approved,Defaulted,12152.666666666666,724,1,Married,20,South,Male
5358,1168,23950,12,12.64,Car,2021-11-14,Approved,Defaulted,4829.583333333333,665,1,Single,44,Central,Male
5359,1391,22359,48,15.67,Business,2024-08-01,Approved,Paid,4046.1666666666665,369,15,Divorced,13,Central,Male
5360,1103,28596,36,10.1,Education,2024-05-13,Rejected,,5099.0,825,16,Married,17,Central,Female
5361,1422,30530,24,10.82,Education,2020-06-24,Approved,Paid,3599.9166666666665,793,12,Divorced,26,North,Female
5362,1085,6262,48,14.49,Business,2022-10-08,Approved,Paid,10603.25,562,6,Married,14,East,Male
5363,1317,45150,12,9.65,Personal,2022-06-02,Approved,Paid,11282.916666666666,799,6,Married,29,South,Male
5364,1212,27615,24,5.83,Education,2023-05-27,Approved,Paid,3931.0833333333335,787,12,Single,17,Central,Male
5365,1003,8327,36,5.97,Home,2020-03-03,Approved,Paid,11626.333333333334,413,15,Single,39,West,Male
5366,1384,34768,24,6.5,Car,2024-03-23,Approved,Paid,6875.416666666667,504,4,Married,13,South,Male
5367,1179,33850,36,16.31,Education,2020-05-24,Rejected,,7976.75,649,4,Divorced,22,West,Male
5368,1342,47788,12,11.14,Education,2022-03-30,Approved,Paid,7342.916666666667,417,2,Divorced,24,East,Female
5369,1303,21848,12,14.27,Personal,2023-03-08,Approved,Paid,9660.833333333334,704,12,Single,35,West,Male
5370,1452,44542,12,10.11,Home,2023-12-21,Approved,Paid,8436.666666666666,365,7,Married,40,South,Female
5371,1476,20160,24,8.36,Car,2024-01-03,Rejected,,6412.916666666667,567,9,Single,17,Central,Female
5372,1332,38998,36,9.51,Education,2020-10-04,Approved,Paid,12132.666666666666,731,9,Married,14,East,Male
5373,1038,32230,48,15.32,Car,2020-10-31,Approved,Defaulted,10672.083333333334,565,8,Married,16,North,Male
5374,1499,14076,60,13.13,Business,2022-03-17,Approved,Paid,3025.6666666666665,546,14,Single,12,West,Male
5375,1420,8805,48,17.19,Education,2024-11-17,Rejected,,3761.0,476,1,Divorced,29,Central,Female
5376,1239,36085,24,13.84,Education,2023-11-11,Approved,Defaulted,10821.583333333334,512,12,Single,39,North,Male
5377,1169,19715,36,12.41,Business,2023-03-20,Approved,Paid,7199.0,527,2,Married,16,East,Male
5378,1453,10750,24,12.93,Personal,2020-11-24,Approved,Paid,11137.25,553,13,Single,23,West,Female
5379,1397,18232,24,17.25,Education,2021-02-04,Approved,Paid,3493.5833333333335,725,4,Divorced,30,South,Female
5380,1343,40903,36,15.25,Car,2024-11-01,Approved,Paid,7654.333333333333,460,18,Divorced,26,South,Male
5381,1314,11953,12,5.31,Home,2022-02-11,Approved,Paid,5344.083333333333,814,19,Married,19,West,Male
5382,1306,37093,24,11.94,Car,2024-02-29,Approved,Paid,2268.6666666666665,487,16,Single,18,East,Male
5383,1030,30500,60,13.95,Personal,2022-02-01,Rejected,,5924.916666666667,306,14,Divorced,18,West,Female
5384,1190,27418,36,14.73,Home,2024-11-28,Rejected,,11336.75,628,8,Single,7,West,Female
5385,1357,39314,36,7.77,Car,2023-04-08,Approved,Paid,10783.083333333334,349,12,Divorced,38,Central,Female
5386,1025,27449,12,16.27,Car,2021-09-10,Rejected,,4257.166666666667,457,9,Married,27,East,Female
5387,1112,22478,24,17.43,Business,2023-02-19,Approved,Paid,2106.3333333333335,364,6,Married,40,Central,Male
5388,1411,40179,48,8.08,Personal,2021-04-23,Approved,Paid,2941.0833333333335,460,18,Single,35,Central,Male
5389,1435,30338,24,16.47,Business,2024-04-17,Approved,Paid,5085.083333333333,593,2,Married,15,West,Female
5390,1206,31899,36,6.26,Home,2021-01-21,Approved,Paid,10507.0,525,8,Divorced,39,Central,Male
5391,1185,9145,12,5.72,Business,2024-06-01,Approved,Paid,6808.25,667,14,Married,39,West,Male
5392,1382,37101,36,6.68,Personal,2023-07-17,Approved,Paid,11057.666666666666,699,6,Divorced,10,North,Female
5393,1496,7775,12,5.75,Education,2024-01-29,Approved,Paid,6069.333333333333,559,10,Divorced,36,North,Male
5394,1379,36647,48,15.99,Education,2020-01-28,Approved,Paid,4395.583333333333,462,8,Married,22,West,Female
5395,1047,24539,48,5.77,Home,2022-05-23,Approved,Defaulted,10720.916666666666,680,17,Divorced,27,South,Female
5396,1374,41738,48,8.53,Education,2022-09-23,Approved,Paid,6449.083333333333,847,12,Divorced,8,Central,Female
5397,1228,31616,24,6.35,Business,2023-11-27,Rejected,,12244.083333333334,601,17,Single,43,East,Female
5398,1039,19119,48,8.84,Home,2020-06-03,Approved,Defaulted,7084.25,836,13,Single,33,North,Male
5399,1016,30159,36,6.18,Personal,2021-10-30,Approved,Paid,4153.5,641,19,Single,26,South,Male
5400,1022,42099,24,13.68,Home,2022-02-14,Approved,Paid,4442.333333333333,538,12,Married,40,West,Male
5401,1213,15295,36,6.73,Home,2023-11-12,Approved,Paid,4850.333333333333,423,16,Single,29,North,Male
5402,1310,39710,12,16.07,Car,2024-05-30,Rejected,,11249.0,418,5,Divorced,19,East,Female
5403,1149,29685,12,15.62,Car,2021-08-30,Approved,Paid,3760.9166666666665,472,16,Married,28,Central,Male
5404,1456,30479,48,5.18,Home,2020-09-07,Approved,Defaulted,6686.916666666667,526,6,Married,14,East,Male
5405,1241,38629,24,16.64,Education,2020-10-02,Approved,Paid,11042.25,735,11,Married,31,Central,Female
5406,1272,47043,36,5.38,Car,2021-03-04,Approved,Paid,11797.666666666666,790,17,Married,17,Central,Female
5407,1059,22033,24,8.12,Personal,2021-04-26,Rejected,,10828.833333333334,391,14,Divorced,24,North,Male
5408,1287,41902,48,5.42,Business,2023-05-08,Approved,Paid,12397.333333333334,313,6,Divorced,7,East,Male
5409,1426,49571,60,9.37,Car,2024-02-02,Approved,Paid,5398.25,321,11,Single,22,South,Male
5410,1202,20408,48,11.68,Home,2022-11-30,Approved,Paid,6509.75,459,12,Married,20,North,Female
5411,1032,22420,24,15.36,Education,2022-06-09,Approved,Paid,7591.083333333333,372,13,Single,5,North,Male
5412,1443,21351,24,9.39,Business,2022-05-16,Approved,Paid,9181.583333333334,367,4,Divorced,45,East,Male
5413,1162,9131,36,14.17,Car,2024-09-01,Approved,Defaulted,2198.4166666666665,707,7,Married,9,East,Male
5414,1255,49825,12,7.44,Education,2024-09-13,Approved,Defaulted,9901.166666666666,329,2,Divorced,5,West,Male
5415,1254,16349,12,14.76,Education,2020-07-25,Approved,Paid,8313.583333333334,712,6,Single,37,North,Male
5416,1009,49254,36,8.07,Education,2023-08-13,Rejected,,11142.25,495,6,Divorced,24,Central,Male
5417,1465,43225,36,6.87,Home,2024-04-29,Approved,Paid,4593.0,807,18,Married,31,West,Female
5418,1139,43847,60,7.41,Personal,2023-11-08,Approved,Paid,12113.0,428,8,Married,40,Central,Male
5419,1480,17453,24,7.37,Education,2024-11-03,Approved,Paid,5967.25,582,8,Single,42,West,Female
5420,1010,23814,24,11.67,Business,2024-09-18,Approved,Paid,9751.75,765,8,Married,24,Central,Female
5421,1214,23263,12,15.98,Car,2023-04-11,Approved,Defaulted,5049.666666666667,713,8,Divorced,36,North,Male
5422,1273,17158,60,6.03,Business,2024-05-31,Approved,Paid,4741.416666666667,772,1,Divorced,24,Central,Female
5423,1324,20735,48,14.19,Home,2022-11-06,Approved,Paid,3098.3333333333335,510,2,Divorced,29,West,Female
5424,1048,20830,48,13.51,Home,2022-08-25,Approved,Defaulted,8150.416666666667,735,12,Divorced,6,South,Male
5425,1436,49673,60,16.34,Business,2024-08-06,Rejected,,6594.25,542,15,Single,11,South,Female
5426,1111,28926,36,8.17,Personal,2023-03-11,Approved,Paid,8579.083333333334,722,4,Divorced,32,West,Female
5427,1153,39779,36,10.85,Home,2022-10-25,Approved,Paid,6443.916666666667,386,3,Single,35,North,Male
5428,1123,8373,24,17.04,Home,2021-08-10,Approved,Paid,6801.833333333333,694,14,Divorced,6,South,Female
5429,1405,15335,36,13.58,Business,2024-10-01,Rejected,,4833.5,430,8,Single,43,Central,Female
5430,1357,28741,36,10.05,Home,2020-06-22,Rejected,,10783.083333333334,349,13,Divorced,38,Central,Female
5431,1102,15692,36,6.71,Personal,2023-07-20,Approved,Paid,11983.75,391,19,Divorced,12,East,Female
5432,1241,39057,60,8.41,Personal,2020-01-02,Approved,Paid,11042.25,735,5,Single,31,Central,Female
5433,1321,6447,60,12.56,Personal,2024-02-19,Approved,Paid,8071.166666666667,487,13,Married,7,South,Female
5434,1191,24583,48,14.34,Car,2021-12-20,Approved,Paid,11765.416666666666,762,1,Married,16,Central,Male
5435,1217,27765,48,6.62,Personal,2023-06-16,Rejected,,11389.0,734,16,Married,27,South,Female
5436,1051,28906,36,12.79,Personal,2022-11-30,Approved,Paid,12317.75,416,2,Single,42,South,Male
5437,1292,24567,24,12.15,Car,2020-04-08,Approved,Paid,10669.333333333334,369,7,Married,19,West,Male
5438,1081,19139,12,11.68,Education,2023-06-30,Approved,Paid,2751.3333333333335,628,6,Married,32,North,Male
5439,1489,43230,36,13.97,Home,2023-12-02,Approved,Paid,6546.166666666667,823,5,Single,36,West,Male
5440,1383,24520,48,15.89,Personal,2021-07-23,Approved,Defaulted,9057.666666666666,481,4,Married,31,South,Female
5441,1088,24702,12,9.2,Home,2024-10-03,Approved,Paid,5459.166666666667,559,2,Married,22,Central,Male
5442,1194,30566,60,16.56,Business,2021-02-12,Approved,Paid,2945.8333333333335,516,10,Married,44,West,Male
5443,1104,12657,12,7.09,Home,2020-01-17,Approved,Paid,2570.4166666666665,754,5,Single,9,Central,Female
5444,1271,42688,24,7.25,Car,2020-12-10,Approved,Defaulted,9506.75,523,18,Single,18,North,Female
5445,1096,35134,36,8.47,Home,2020-03-11,Approved,Paid,6323.0,530,10,Married,30,North,Female
5446,1423,15345,24,6.55,Home,2023-03-02,Approved,Paid,5134.083333333333,497,15,Married,9,South,Female
5447,1379,46185,12,7.99,Home,2022-03-23,Approved,Defaulted,4395.583333333333,462,9,Single,22,West,Female
5448,1198,32413,24,6.38,Education,2023-08-20,Approved,Defaulted,7790.583333333333,669,11,Married,33,Central,Female
5449,1001,10208,48,15.68,Education,2020-11-20,Rejected,,8582.333333333334,808,17,Single,29,North,Male
5450,1495,38455,36,6.81,Business,2020-01-19,Rejected,,4383.833333333333,461,9,Married,37,South,Male
5451,1407,33018,36,14.71,Car,2020-06-14,Rejected,,11769.666666666666,670,16,Single,31,East,Female
5452,1378,13080,36,5.62,Home,2020-01-15,Approved,Paid,6347.333333333333,519,6,Divorced,31,Central,Male
5453,1167,26902,12,17.33,Home,2024-06-27,Approved,Paid,5572.416666666667,531,11,Divorced,14,West,Female
5454,1126,14486,60,14.25,Home,2022-04-03,Approved,Paid,12268.75,809,17,Single,15,West,Female
5455,1313,43862,12,5.09,Home,2023-11-18,Rejected,,10997.166666666666,825,4,Divorced,22,South,Female
5456,1081,26158,60,14.93,Education,2024-01-20,Rejected,,2751.3333333333335,628,15,Married,32,North,Male
5457,1418,45460,36,11.68,Business,2023-07-12,Rejected,,7249.75,342,1,Single,18,North,Female
5458,1251,48856,60,15.13,Personal,2022-08-03,Approved,Paid,8010.5,814,1,Single,34,North,Female
5459,1169,40871,12,11.79,Car,2022-03-11,Rejected,,7199.0,527,9,Married,16,East,Male
5460,1477,40208,36,13.33,Home,2022-10-19,Approved,Paid,7186.666666666667,685,12,Married,25,North,Male
5461,1073,25519,24,15.22,Business,2024-07-09,Approved,Paid,5571.833333333333,681,4,Single,40,North,Male
5462,1141,36379,12,10.27,Personal,2021-05-22,Approved,Paid,5643.916666666667,328,13,Married,41,East,Female
5463,1070,33378,36,5.04,Business,2020-09-14,Approved,Paid,2595.1666666666665,816,7,Single,37,South,Female
5464,1262,44892,24,16.05,Education,2023-03-20,Approved,Defaulted,6147.166666666667,435,8,Married,30,South,Female
5465,1340,19031,36,9.95,Personal,2021-12-25,Approved,Paid,10868.833333333334,775,13,Single,33,Central,Female
5466,1308,19536,12,11.45,Business,2023-02-24,Approved,Paid,6141.25,319,11,Married,31,South,Female
5467,1245,5446,24,5.1,Education,2024-03-13,Approved,Paid,5925.083333333333,387,9,Married,22,East,Male
5468,1003,41683,48,11.4,Business,2022-01-11,Rejected,,11626.333333333334,413,16,Divorced,39,West,Male
5469,1337,22618,36,17.82,Business,2022-08-17,Approved,Paid,8030.666666666667,780,10,Divorced,14,East,Male
5470,1063,11587,36,8.62,Personal,2022-11-26,Approved,Defaulted,6685.0,689,11,Divorced,9,South,Male
5471,1049,36480,36,10.14,Education,2023-05-08,Rejected,,6996.166666666667,782,12,Married,38,South,Female
5472,1076,37994,48,13.93,Home,2023-10-11,Rejected,,3708.5833333333335,762,14,Single,43,East,Female
5473,1368,25527,24,15.59,Car,2021-12-04,Approved,Paid,11392.916666666666,594,19,Married,44,South,Female
5474,1175,28569,36,10.43,Personal,2022-06-20,Approved,Paid,9087.5,839,12,Divorced,18,West,Female
5475,1109,16151,60,9.03,Education,2022-11-07,Approved,Paid,3942.75,545,18,Married,35,South,Female
5476,1183,10558,48,17.19,Business,2022-05-31,Approved,Paid,3120.75,437,17,Divorced,22,North,Female
5477,1192,49739,36,13.8,Education,2024-06-18,Approved,Defaulted,5924.333333333333,681,3,Divorced,27,North,Male
5478,1065,37954,36,6.55,Car,2021-07-27,Rejected,,7861.5,553,1,Single,40,West,Male
5479,1337,48837,48,5.9,Car,2022-08-30,Approved,Paid,8030.666666666667,780,19,Single,14,East,Male
5480,1451,40303,36,11.29,Home,2023-03-26,Rejected,,3079.1666666666665,746,4,Divorced,26,West,Female
5481,1474,39700,12,7.86,Home,2024-03-24,Rejected,,7880.083333333333,767,16,Divorced,23,Central,Female
5482,1271,32500,24,8.3,Car,2021-02-23,Rejected,,9506.75,523,12,Married,18,North,Female
5483,1100,7032,48,16.41,Personal,2022-09-22,Approved,Paid,10370.083333333334,818,13,Divorced,28,South,Male
5484,1032,6252,24,6.16,Personal,2023-06-20,Rejected,,7591.083333333333,372,17,Married,5,North,Male
5485,1352,10509,48,14.3,Business,2021-08-11,Approved,Paid,7659.5,436,8,Divorced,25,South,Male
5486,1128,42842,24,8.52,Home,2022-12-24,Approved,Paid,9146.75,526,13,Single,37,South,Male
5487,1452,18900,36,14.88,Business,2022-08-16,Approved,Paid,8436.666666666666,365,5,Single,40,South,Female
5488,1402,19523,12,14.39,Home,2023-05-18,Approved,Paid,8256.916666666666,613,18,Divorced,23,South,Female
5489,1369,6881,24,5.1,Car,2023-07-13,Approved,Defaulted,4304.5,612,15,Married,17,West,Male
5490,1339,38037,60,11.62,Personal,2022-10-03,Approved,Paid,3434.25,412,12,Married,37,West,Female
5491,1043,6630,48,6.81,Personal,2022-12-19,Approved,Paid,8617.083333333334,394,17,Married,31,Central,Female
5492,1372,25789,36,16.26,Car,2021-02-24,Approved,Defaulted,4526.666666666667,487,15,Divorced,17,North,Female
5493,1419,27523,36,16.33,Business,2020-02-21,Approved,Paid,4431.0,722,2,Divorced,28,Central,Female
5494,1488,22958,36,10.44,Business,2022-09-14,Approved,Paid,7425.833333333333,843,6,Single,16,Central,Female
5495,1078,48852,36,10.78,Education,2020-06-10,Rejected,,10430.583333333334,382,17,Single,6,West,Female
5496,1314,6695,36,8.94,Home,2023-02-05,Approved,Paid,5344.083333333333,814,16,Divorced,19,West,Male
5497,1289,19821,12,14.32,Business,2023-05-07,Approved,Paid,7984.333333333333,736,17,Single,7,North,Male
5498,1270,8262,36,9.66,Car,2021-07-26,Approved,Paid,6967.333333333333,782,9,Married,31,Central,Male
5499,1162,6445,48,8.48,Business,2022-07-07,Approved,Defaulted,2198.4166666666665,707,5,Married,9,East,Male
5500,1189,21436,60,10.62,Personal,2024-08-21,Approved,Paid,10814.083333333334,659,1,Divorced,18,Central,Male
5501,1247,14949,12,6.19,Home,2022-08-31,Approved,Paid,12211.166666666666,760,6,Married,34,South,Male
